text_1	text_2	y
Are you constantly keyed up and jittery	Do you often get in a violent rage	0
Are you constantly keyed up and jittery	Do you often get into a violent rage	0
Are you constantly keyed up and jittery	Do you often get worried about things	0
Are you constantly keyed up and jittery	Do you often have backache	0
Are you constantly keyed up and jittery	Do you often have bad headaches	0
Are you constantly keyed up and jittery	Do you often have bad pain in eyes	0
Are you constantly keyed up and jittery	Do you often suddenly become scared for no good reason	0
Are you constantly keyed up and jittery	Do you seem to be slowed down in your movements, or have too little energy recently How much has this affected you	0
Are you constantly keyed up and jittery	Do you suddenly become scared for no good reason	0
Are you constantly keyed up and jittery	Do you suffer from an upset stomach	0
Are you constantly keyed up and jittery	Do you suffer from indigestion	0
Are you constantly keyed up and jittery	Do you tend to get anxious in certain situations such as being alone or being in a lift or tube train	0
Are you constantly keyed up and jittery	Do you tend to worry over your physical health	0
Are you constantly keyed up and jittery	Do you usually have great difficulty in falling or staying asleep	0
Are you constantly keyed up and jittery	Do you usually wake unnecessarily early in the morning	0
Are you constantly keyed up and jittery	Do you wake early in the morning	0
Are you constantly keyed up and jittery	Do you wear yourself out worrying about your health	0
Are you constantly keyed up and jittery	Does every little thing get on your nerves and wear you out	0
Are you constantly keyed up and jittery	Does your heart often race like mad	0
Are you constantly keyed up and jittery	During the last days, about how often did you feel hopeless	0
Are you constantly keyed up and jittery	During the last days, about how often did you feel restless or fidgety	0
Are you constantly keyed up and jittery	During the last days, about how often did you feel so depressed nothing could cheer you up	0
Are you constantly keyed up and jittery	During the last days, about how often did you feel that everything was an effort	0
Are you constantly keyed up and jittery	Felt capable of making decisions about things	0
Are you constantly keyed up and jittery	Felt constantly under strain	1
Are you constantly keyed up and jittery	Felt on the whole you were doing things well	0
Are you constantly keyed up and jittery	Felt that life is entirely hopeless	0
Are you constantly keyed up and jittery	Felt that life is hardly worth living	0
Are you constantly keyed up and jittery	Felt that life isn't worth living	0
Are you constantly keyed up and jittery	Felt that you are ill	0
Are you constantly keyed up and jittery	Felt that you are playing a useful part in things	0
Are you constantly keyed up and jittery	Felt that you were playing a useful part in things	0
Are you constantly keyed up and jittery	Felt you couldn't overcome your difficulties	0
Are you constantly keyed up and jittery	Found at times you couldn't do anything because your nerves were too bad	0
Are you constantly keyed up and jittery	Found everything getting on top of you	1
Are you constantly keyed up and jittery	Have there been days when you found it difficult to get things done or had trouble getting started on things	0
Are you constantly keyed up and jittery	Have there been days when you tired out very easily	0
Are you constantly keyed up and jittery	Have there been times when you have been very anxious or frightened	0
Are you constantly keyed up and jittery	Have you at times had a twitching of the face, head or shoulders	0
Are you constantly keyed up and jittery	Have you been a happy person	0
Are you constantly keyed up and jittery	Have you been a very nervous person	0
Are you constantly keyed up and jittery	Have you been exhausted and worn out during the day or evening even when you havent been working very hard	0
Are you constantly keyed up and jittery	Have you been frightened or worried about becoming ill or about dying	0
Are you constantly keyed up and jittery	Have you been in low spirits or felt miserable	0
Are you constantly keyed up and jittery	Have you been in situations such as in a crowd or an enclosed space or meeting people, when you became unduly anxious	0
Are you constantly keyed up and jittery	Have you been in situations when you felt shaky or sweaty or your heart pounded or you could not get your breath	0
Are you constantly keyed up and jittery	Have you been so caught up in your own thoughts that you neglected things	0
Are you constantly keyed up and jittery	Have you been so fidgety and restless that you couldnt sit still	0
Are you constantly keyed up and jittery	Have you been very much more irritable than usual recently	0
Are you constantly keyed up and jittery	Have you ever had a nervous breakdown	0
Are you constantly keyed up and jittery	Have you felt calm and peaceful	1
Are you constantly keyed up and jittery	Have you felt downhearted and low	0
Are you constantly keyed up and jittery	Have you felt fidgety or restless	0
Are you constantly keyed up and jittery	Have you felt on edge or keyed up or mentally tense	1
Are you constantly keyed up and jittery	Have you felt particularly low or depressed first thing in the mornings	0
Are you constantly keyed up and jittery	Have you felt so down in the dumps that nothing could cheer you up	0
Are you constantly keyed up and jittery	Have you felt that life wasnt worth living	0
Are you constantly keyed up and jittery	Have you found it hard to concentrate on things or found your thoughts drifting off to other things	0
Are you constantly keyed up and jittery	Have you had any trouble getting off to sleep in the last month	0
Are you constantly keyed up and jittery	Have you had days when your thoughts were muddled or slow	0
Are you constantly keyed up and jittery	Have you had difficulty relaxing in the past month	1
Are you constantly keyed up and jittery	Have you had headaches or other aches and pains during the past month	0
Are you constantly keyed up and jittery	Have you had no appetite, not counting periods of physical illness	0
Are you constantly keyed up and jittery	Have you had the feeling that something terrible might happen	0
Are you constantly keyed up and jittery	Have you had the feeling that the future does not hold much for you	0
Are you constantly keyed up and jittery	Have you had times when you felt shaky or you heart pounded or you felt sweaty and you simply had to do something about it	0
Are you constantly keyed up and jittery	Have you had trouble getting off to sleep	0
Are you constantly keyed up and jittery	Have you had trouble with waking up and not being able to get back to sleep	0
Are you constantly keyed up and jittery	Have you seemed to lose interest in things	0
Are you constantly keyed up and jittery	Have you wanted to stay away from people	0
Are you constantly keyed up and jittery	How confident do you feel in yourself	0
Are you constantly keyed up and jittery	How do you see the future	0
Are you constantly keyed up and jittery	I cried a lot	0
Are you constantly keyed up and jittery	I did everything wrong	0
Are you constantly keyed up and jittery	I didnt enjoy anything at all	0
Are you constantly keyed up and jittery	I felt I was a bad person	0
Are you constantly keyed up and jittery	I felt I was no good anymore	0
Are you constantly keyed up and jittery	I felt happy	0
Are you constantly keyed up and jittery	I felt lonely	0
Are you constantly keyed up and jittery	I felt miserable or unhappy	0
Are you constantly keyed up and jittery	I felt really positive about the future	0
Are you constantly keyed up and jittery	I felt so tired I just sat around and did nothing	0
Are you constantly keyed up and jittery	I felt valued	0
Are you constantly keyed up and jittery	I found it hard to think properly or concentrate	0
Are you constantly keyed up and jittery	I hated myself	0
Are you constantly keyed up and jittery	I laughed a lot	0
Are you constantly keyed up and jittery	I looked forward to the day ahead	0
Are you constantly keyed up and jittery	I thought I would never be as good as other people	0
Are you constantly keyed up and jittery	I thought nobody really loved me	0
Are you constantly keyed up and jittery	I was very restless	0
Are you constantly keyed up and jittery	Is your appetite poor	0
Are you constantly keyed up and jittery	Let your appearance go	0
Are you constantly keyed up and jittery	Looking back over your adult life have nervous or emotional troubles ever stopped you from working or doing domestic chores or havin social contacts for a fortnight or longer	0
Are you constantly keyed up and jittery	Lost much sleep over worry	0
Are you constantly keyed up and jittery	Muscles feel tensed up	1
Are you constantly keyed up and jittery	What about meeting people eg going into a crowded room, making conversation	0
Are you constantly keyed up and jittery	What about your interests, have they changed at all Have you lost interest in work, hobbies recreations	0
Are you constantly keyed up and jittery	What has your appetite been like recently	0
Are you constantly keyed up and jittery	What has your concentration been like recently	0
Are you constantly keyed up and jittery	What is it like when you worry A round of painful thought which cannot be stopped and is out of proportion to the subject worried about	0
Are you constantly keyed up and jittery	What is your opinion of yourself compared to other people	0
Are you easily upset or irritated	Are you frightened of going out alone or of meeting people	0
Are you easily upset or irritated	Are you scared to be alone when there are not friends near you	0
Are you easily upset or irritated	Are you selfconscious in public	0
Are you easily upset or irritated	Are you troubled with rheumatism or fibrosis	0
Are you easily upset or irritated	Been able to concentrate on whatever you're doing	0
Are you easily upset or irritated	Been able to enjoy your normal daytoday activites	0
Are you easily upset or irritated	Been able to enjoy your normal daytoday activities	0
Are you easily upset or irritated	Been able to face up to your problems	0
Are you easily upset or irritated	Been feeling in need of a good tonic	0
Are you easily upset or irritated	Been feeling nervous and strungup all the time	0
Are you easily upset or irritated	Been feeling perfectly well and in good health	0
Are you easily upset or irritated	Been feeling reasonably happy, all things considered	0
Are you easily upset or irritated	Been feeling run down and out of sorts	0
Are you easily upset or irritated	Been feeling unhappy and depressed	0
Are you easily upset or irritated	Been getting a feeling of tightness or pressure in your head	0
Are you easily upset or irritated	Been getting any pains in your head	0
Are you easily upset or irritated	Been getting edgy and badtemptered	1
Are you easily upset or irritated	Been getting scared or panicky for no good reason	0
Are you easily upset or irritated	Been having hot or cold spells	0
Are you easily upset or irritated	Been losing confidence in yourself	0
Are you easily upset or irritated	Been manging to keep yourself busy and occupied	0
Are you easily upset or irritated	Been satisfied with the way you've carried out your task	0
Are you easily upset or irritated	Been taking longer over things you do	0
Are you easily upset or irritated	Been thinking of yourself as a worthless person	0
Are you easily upset or irritated	Did you feel full of life	0
Are you easily upset or irritated	Did you feel tired	0
Are you easily upset or irritated	Did you feel worn out	0
Are you easily upset or irritated	Did you have a lot of energy	0
Are you easily upset or irritated	Do people annoy and irritate you	1
Are you easily upset or irritated	Do you feel tired most of the time	0
Are you easily upset or irritated	Do you find it difficult to make decisions about trivial things	0
Are you easily upset or irritated	Do you have any special fears, like some people are scared of feathers, or cats, or spiders, or birds	0
Are you easily upset or irritated	Do you keep reasonably cheerful or have you been very depressed or low spirited recently Have you cried at all (Rate depressed mood)	0
Are you easily upset or irritated	Do you often feel depressed	0
Are you easily upset or irritated	Do you often feel miserable or depressed	0
Are you easily upset or irritated	Do you often feel on edge, or keyed up, or mentally tense or strained	0
Are you easily upset or irritated	Do you often feel tired most of the time	0
Are you easily upset or irritated	Do you often get in a violent rage	1
Are you easily upset or irritated	Do you often get into a violent rage	1
Are you easily upset or irritated	Do you often get worried about things	0
Are you easily upset or irritated	Do you often have backache	0
Are you easily upset or irritated	Do you often have bad headaches	0
Are you easily upset or irritated	Do you often have bad pain in eyes	0
Are you easily upset or irritated	Do you often suddenly become scared for no good reason	0
Are you easily upset or irritated	Do you seem to be slowed down in your movements, or have too little energy recently How much has this affected you	0
Are you easily upset or irritated	Do you suddenly become scared for no good reason	0
Are you easily upset or irritated	Do you suffer from an upset stomach	0
Are you easily upset or irritated	Do you suffer from indigestion	0
Are you easily upset or irritated	Do you tend to get anxious in certain situations such as being alone or being in a lift or tube train	0
Are you easily upset or irritated	Do you tend to worry over your physical health	0
Are you easily upset or irritated	Do you usually have great difficulty in falling or staying asleep	0
Are you easily upset or irritated	Do you usually wake unnecessarily early in the morning	0
Are you easily upset or irritated	Do you wake early in the morning	0
Are you easily upset or irritated	Do you wear yourself out worrying about your health	0
Are you easily upset or irritated	Does every little thing get on your nerves and wear you out	1
Are you easily upset or irritated	Does your heart often race like mad	0
Are you easily upset or irritated	During the last days, about how often did you feel hopeless	0
Are you easily upset or irritated	During the last days, about how often did you feel restless or fidgety	0
Are you easily upset or irritated	During the last days, about how often did you feel so depressed nothing could cheer you up	0
Are you easily upset or irritated	During the last days, about how often did you feel that everything was an effort	0
Are you easily upset or irritated	Felt capable of making decisions about things	0
Are you easily upset or irritated	Felt constantly under strain	0
Are you easily upset or irritated	Felt on the whole you were doing things well	0
Are you easily upset or irritated	Felt that life is entirely hopeless	0
Are you easily upset or irritated	Felt that life is hardly worth living	0
Are you easily upset or irritated	Felt that life isn't worth living	0
Are you easily upset or irritated	Felt that you are ill	0
Are you easily upset or irritated	Felt that you are playing a useful part in things	0
Are you easily upset or irritated	Felt that you were playing a useful part in things	0
Are you easily upset or irritated	Felt you couldn't overcome your difficulties	0
Are you easily upset or irritated	Found at times you couldn't do anything because your nerves were too bad	0
Are you easily upset or irritated	Found everything getting on top of you	0
Are you easily upset or irritated	Have there been days when you found it difficult to get things done or had trouble getting started on things	0
Are you easily upset or irritated	Have there been days when you tired out very easily	0
Are you easily upset or irritated	Have there been times when you have been very anxious or frightened	0
Are you easily upset or irritated	Have you at times had a twitching of the face, head or shoulders	0
Are you easily upset or irritated	Have you been a happy person	0
Are you easily upset or irritated	Have you been a very nervous person	0
Are you easily upset or irritated	Have you been exhausted and worn out during the day or evening even when you havent been working very hard	0
Are you easily upset or irritated	Have you been frightened or worried about becoming ill or about dying	0
Are you easily upset or irritated	Have you been in low spirits or felt miserable	0
Are you easily upset or irritated	Have you been in situations such as in a crowd or an enclosed space or meeting people, when you became unduly anxious	0
Are you easily upset or irritated	Have you been in situations when you felt shaky or sweaty or your heart pounded or you could not get your breath	0
Are you easily upset or irritated	Have you been so caught up in your own thoughts that you neglected things	0
Are you easily upset or irritated	Have you been so fidgety and restless that you couldnt sit still	0
Are you easily upset or irritated	Have you been very much more irritable than usual recently	1
Are you easily upset or irritated	Have you ever had a nervous breakdown	0
Are you easily upset or irritated	Have you felt calm and peaceful	0
Are you easily upset or irritated	Have you felt downhearted and low	0
Are you easily upset or irritated	Have you felt fidgety or restless	0
Are you easily upset or irritated	Have you felt on edge or keyed up or mentally tense	0
Are you easily upset or irritated	Have you felt particularly low or depressed first thing in the mornings	0
Are you easily upset or irritated	Have you felt so down in the dumps that nothing could cheer you up	0
Are you easily upset or irritated	Have you felt that life wasnt worth living	0
Are you easily upset or irritated	Have you found it hard to concentrate on things or found your thoughts drifting off to other things	0
Are you easily upset or irritated	Have you had any trouble getting off to sleep in the last month	0
Are you easily upset or irritated	Have you had days when your thoughts were muddled or slow	0
Are you easily upset or irritated	Have you had difficulty relaxing in the past month	0
Are you easily upset or irritated	Have you had headaches or other aches and pains during the past month	0
Are you easily upset or irritated	Have you had no appetite, not counting periods of physical illness	0
Are you easily upset or irritated	Have you had the feeling that something terrible might happen	0
Are you easily upset or irritated	Have you had the feeling that the future does not hold much for you	0
Are you easily upset or irritated	Have you had times when you felt shaky or you heart pounded or you felt sweaty and you simply had to do something about it	0
Are you easily upset or irritated	Have you had trouble getting off to sleep	0
Are you easily upset or irritated	Have you had trouble with waking up and not being able to get back to sleep	0
Are you easily upset or irritated	Have you seemed to lose interest in things	0
Are you easily upset or irritated	Have you wanted to stay away from people	0
Are you easily upset or irritated	How confident do you feel in yourself	0
Are you easily upset or irritated	How do you see the future	0
Are you easily upset or irritated	I cried a lot	0
Are you easily upset or irritated	I did everything wrong	0
Are you easily upset or irritated	I didnt enjoy anything at all	0
Are you easily upset or irritated	I felt I was a bad person	0
Are you easily upset or irritated	I felt I was no good anymore	0
Are you easily upset or irritated	I felt happy	0
Are you easily upset or irritated	I felt lonely	0
Are you easily upset or irritated	I felt miserable or unhappy	0
Are you easily upset or irritated	I felt really positive about the future	0
Are you easily upset or irritated	I felt so tired I just sat around and did nothing	0
Are you easily upset or irritated	I felt valued	0
Are you easily upset or irritated	I found it hard to think properly or concentrate	0
Are you easily upset or irritated	I hated myself	0
Are you easily upset or irritated	I laughed a lot	0
Are you easily upset or irritated	I looked forward to the day ahead	0
Are you easily upset or irritated	I thought I would never be as good as other people	0
Are you easily upset or irritated	I thought nobody really loved me	0
Are you easily upset or irritated	I was very restless	0
Are you easily upset or irritated	Is your appetite poor	0
Are you easily upset or irritated	Let your appearance go	0
Are you easily upset or irritated	Looking back over your adult life have nervous or emotional troubles ever stopped you from working or doing domestic chores or havin social contacts for a fortnight or longer	0
Are you easily upset or irritated	Lost much sleep over worry	0
Are you easily upset or irritated	Muscles feel tensed up	0
Are you easily upset or irritated	What about meeting people eg going into a crowded room, making conversation	0
Are you easily upset or irritated	What about your interests, have they changed at all Have you lost interest in work, hobbies recreations	0
Are you easily upset or irritated	What has your appetite been like recently	0
Are you easily upset or irritated	What has your concentration been like recently	0
Are you easily upset or irritated	What is it like when you worry A round of painful thought which cannot be stopped and is out of proportion to the subject worried about	0
Are you easily upset or irritated	What is your opinion of yourself compared to other people	0
Are you frightened of going out alone or of meeting people	Are you scared to be alone when there are not friends near you	0
Are you frightened of going out alone or of meeting people	Are you selfconscious in public	0
Are you frightened of going out alone or of meeting people	Are you troubled with rheumatism or fibrosis	0
Are you frightened of going out alone or of meeting people	Been able to concentrate on whatever you're doing	0
Are you frightened of going out alone or of meeting people	Been able to enjoy your normal daytoday activites	0
Are you frightened of going out alone or of meeting people	Been able to enjoy your normal daytoday activities	0
Are you frightened of going out alone or of meeting people	Been able to face up to your problems	0
Are you frightened of going out alone or of meeting people	Been feeling in need of a good tonic	0
Are you frightened of going out alone or of meeting people	Been feeling nervous and strungup all the time	0
Are you frightened of going out alone or of meeting people	Been feeling perfectly well and in good health	0
Are you frightened of going out alone or of meeting people	Been feeling reasonably happy, all things considered	0
Are you frightened of going out alone or of meeting people	Been feeling run down and out of sorts	0
Are you frightened of going out alone or of meeting people	Been feeling unhappy and depressed	0
Are you frightened of going out alone or of meeting people	Been getting a feeling of tightness or pressure in your head	0
Are you frightened of going out alone or of meeting people	Been getting any pains in your head	0
Are you frightened of going out alone or of meeting people	Been getting edgy and badtemptered	0
Are you frightened of going out alone or of meeting people	Been getting scared or panicky for no good reason	0
Are you frightened of going out alone or of meeting people	Been having hot or cold spells	0
Are you frightened of going out alone or of meeting people	Been losing confidence in yourself	0
Are you frightened of going out alone or of meeting people	Been manging to keep yourself busy and occupied	0
Are you frightened of going out alone or of meeting people	Been satisfied with the way you've carried out your task	0
Are you frightened of going out alone or of meeting people	Been taking longer over things you do	0
Are you frightened of going out alone or of meeting people	Been thinking of yourself as a worthless person	0
Are you frightened of going out alone or of meeting people	Did you feel full of life	0
Are you frightened of going out alone or of meeting people	Did you feel tired	0
Are you frightened of going out alone or of meeting people	Did you feel worn out	0
Are you frightened of going out alone or of meeting people	Did you have a lot of energy	0
Are you frightened of going out alone or of meeting people	Do people annoy and irritate you	0
Are you frightened of going out alone or of meeting people	Do you feel tired most of the time	0
Are you frightened of going out alone or of meeting people	Do you find it difficult to make decisions about trivial things	0
Are you frightened of going out alone or of meeting people	Do you have any special fears, like some people are scared of feathers, or cats, or spiders, or birds	0
Are you frightened of going out alone or of meeting people	Do you keep reasonably cheerful or have you been very depressed or low spirited recently Have you cried at all (Rate depressed mood)	0
Are you frightened of going out alone or of meeting people	Do you often feel depressed	0
Are you frightened of going out alone or of meeting people	Do you often feel miserable or depressed	0
Are you frightened of going out alone or of meeting people	Do you often feel on edge, or keyed up, or mentally tense or strained	0
Are you frightened of going out alone or of meeting people	Do you often feel tired most of the time	0
Are you frightened of going out alone or of meeting people	Do you often get in a violent rage	0
Are you frightened of going out alone or of meeting people	Do you often get into a violent rage	0
Are you frightened of going out alone or of meeting people	Do you often get worried about things	0
Are you frightened of going out alone or of meeting people	Do you often have backache	0
Are you frightened of going out alone or of meeting people	Do you often have bad headaches	0
Are you frightened of going out alone or of meeting people	Do you often have bad pain in eyes	0
Are you frightened of going out alone or of meeting people	Do you often suddenly become scared for no good reason	0
Are you frightened of going out alone or of meeting people	Do you seem to be slowed down in your movements, or have too little energy recently How much has this affected you	0
Are you frightened of going out alone or of meeting people	Do you suddenly become scared for no good reason	0
Are you frightened of going out alone or of meeting people	Do you suffer from an upset stomach	0
Are you frightened of going out alone or of meeting people	Do you suffer from indigestion	0
Are you frightened of going out alone or of meeting people	Do you tend to get anxious in certain situations such as being alone or being in a lift or tube train	0
Are you frightened of going out alone or of meeting people	Do you tend to worry over your physical health	0
Are you frightened of going out alone or of meeting people	Do you usually have great difficulty in falling or staying asleep	0
Are you frightened of going out alone or of meeting people	Do you usually wake unnecessarily early in the morning	0
Are you frightened of going out alone or of meeting people	Do you wake early in the morning	0
Are you frightened of going out alone or of meeting people	Do you wear yourself out worrying about your health	0
Are you frightened of going out alone or of meeting people	Does every little thing get on your nerves and wear you out	0
Are you frightened of going out alone or of meeting people	Does your heart often race like mad	0
Are you frightened of going out alone or of meeting people	During the last days, about how often did you feel hopeless	0
Are you frightened of going out alone or of meeting people	During the last days, about how often did you feel restless or fidgety	0
Are you frightened of going out alone or of meeting people	During the last days, about how often did you feel so depressed nothing could cheer you up	0
Are you frightened of going out alone or of meeting people	During the last days, about how often did you feel that everything was an effort	0
Are you frightened of going out alone or of meeting people	Felt capable of making decisions about things	0
Are you frightened of going out alone or of meeting people	Felt constantly under strain	0
Are you frightened of going out alone or of meeting people	Felt on the whole you were doing things well	0
Are you frightened of going out alone or of meeting people	Felt that life is entirely hopeless	0
Are you frightened of going out alone or of meeting people	Felt that life is hardly worth living	0
Are you frightened of going out alone or of meeting people	Felt that life isn't worth living	0
Are you frightened of going out alone or of meeting people	Felt that you are ill	0
Are you frightened of going out alone or of meeting people	Felt that you are playing a useful part in things	0
Are you frightened of going out alone or of meeting people	Felt that you were playing a useful part in things	0
Are you frightened of going out alone or of meeting people	Felt you couldn't overcome your difficulties	0
Are you frightened of going out alone or of meeting people	Found at times you couldn't do anything because your nerves were too bad	0
Are you frightened of going out alone or of meeting people	Found everything getting on top of you	0
Are you frightened of going out alone or of meeting people	Have there been days when you found it difficult to get things done or had trouble getting started on things	0
Are you frightened of going out alone or of meeting people	Have there been days when you tired out very easily	0
Are you frightened of going out alone or of meeting people	Have there been times when you have been very anxious or frightened	0
Are you frightened of going out alone or of meeting people	Have you at times had a twitching of the face, head or shoulders	0
Are you frightened of going out alone or of meeting people	Have you been a happy person	0
Are you frightened of going out alone or of meeting people	Have you been a very nervous person	0
Are you frightened of going out alone or of meeting people	Have you been exhausted and worn out during the day or evening even when you havent been working very hard	0
Are you frightened of going out alone or of meeting people	Have you been frightened or worried about becoming ill or about dying	0
Are you frightened of going out alone or of meeting people	Have you been in low spirits or felt miserable	0
Are you frightened of going out alone or of meeting people	Have you been in situations such as in a crowd or an enclosed space or meeting people, when you became unduly anxious	0
Are you frightened of going out alone or of meeting people	Have you been in situations when you felt shaky or sweaty or your heart pounded or you could not get your breath	0
Are you frightened of going out alone or of meeting people	Have you been so caught up in your own thoughts that you neglected things	0
Are you frightened of going out alone or of meeting people	Have you been so fidgety and restless that you couldnt sit still	0
Are you frightened of going out alone or of meeting people	Have you been very much more irritable than usual recently	0
Are you frightened of going out alone or of meeting people	Have you ever had a nervous breakdown	0
Are you frightened of going out alone or of meeting people	Have you felt calm and peaceful	0
Are you frightened of going out alone or of meeting people	Have you felt downhearted and low	0
Are you frightened of going out alone or of meeting people	Have you felt fidgety or restless	0
Are you frightened of going out alone or of meeting people	Have you felt on edge or keyed up or mentally tense	0
Are you frightened of going out alone or of meeting people	Have you felt particularly low or depressed first thing in the mornings	0
Are you frightened of going out alone or of meeting people	Have you felt so down in the dumps that nothing could cheer you up	0
Are you frightened of going out alone or of meeting people	Have you felt that life wasnt worth living	0
Are you frightened of going out alone or of meeting people	Have you found it hard to concentrate on things or found your thoughts drifting off to other things	0
Are you frightened of going out alone or of meeting people	Have you had any trouble getting off to sleep in the last month	0
Are you frightened of going out alone or of meeting people	Have you had days when your thoughts were muddled or slow	0
Are you frightened of going out alone or of meeting people	Have you had difficulty relaxing in the past month	0
Are you frightened of going out alone or of meeting people	Have you had headaches or other aches and pains during the past month	0
Are you frightened of going out alone or of meeting people	Have you had no appetite, not counting periods of physical illness	0
Are you frightened of going out alone or of meeting people	Have you had the feeling that something terrible might happen	0
Are you frightened of going out alone or of meeting people	Have you had the feeling that the future does not hold much for you	0
Are you frightened of going out alone or of meeting people	Have you had times when you felt shaky or you heart pounded or you felt sweaty and you simply had to do something about it	0
Are you frightened of going out alone or of meeting people	Have you had trouble getting off to sleep	0
Are you frightened of going out alone or of meeting people	Have you had trouble with waking up and not being able to get back to sleep	0
Are you frightened of going out alone or of meeting people	Have you seemed to lose interest in things	0
Are you frightened of going out alone or of meeting people	Have you wanted to stay away from people	0
Are you frightened of going out alone or of meeting people	How confident do you feel in yourself	0
Are you frightened of going out alone or of meeting people	How do you see the future	0
Are you frightened of going out alone or of meeting people	I cried a lot	0
Are you frightened of going out alone or of meeting people	I did everything wrong	0
Are you frightened of going out alone or of meeting people	I didnt enjoy anything at all	0
Are you frightened of going out alone or of meeting people	I felt I was a bad person	0
Are you frightened of going out alone or of meeting people	I felt I was no good anymore	0
Are you frightened of going out alone or of meeting people	I felt happy	0
Are you frightened of going out alone or of meeting people	I felt lonely	0
Are you frightened of going out alone or of meeting people	I felt miserable or unhappy	0
Are you frightened of going out alone or of meeting people	I felt really positive about the future	0
Are you frightened of going out alone or of meeting people	I felt so tired I just sat around and did nothing	0
Are you frightened of going out alone or of meeting people	I felt valued	0
Are you frightened of going out alone or of meeting people	I found it hard to think properly or concentrate	0
Are you frightened of going out alone or of meeting people	I hated myself	0
Are you frightened of going out alone or of meeting people	I laughed a lot	0
Are you frightened of going out alone or of meeting people	I looked forward to the day ahead	0
Are you frightened of going out alone or of meeting people	I thought I would never be as good as other people	0
Are you frightened of going out alone or of meeting people	I thought nobody really loved me	0
Are you frightened of going out alone or of meeting people	I was very restless	0
Are you frightened of going out alone or of meeting people	Is your appetite poor	0
Are you frightened of going out alone or of meeting people	Let your appearance go	0
Are you frightened of going out alone or of meeting people	Looking back over your adult life have nervous or emotional troubles ever stopped you from working or doing domestic chores or havin social contacts for a fortnight or longer	0
Are you frightened of going out alone or of meeting people	Lost much sleep over worry	0
Are you frightened of going out alone or of meeting people	Muscles feel tensed up	0
Are you frightened of going out alone or of meeting people	What about meeting people eg going into a crowded room, making conversation	1
Are you frightened of going out alone or of meeting people	What about your interests, have they changed at all Have you lost interest in work, hobbies recreations	0
Are you frightened of going out alone or of meeting people	What has your appetite been like recently	0
Are you frightened of going out alone or of meeting people	What has your concentration been like recently	0
Are you frightened of going out alone or of meeting people	What is it like when you worry A round of painful thought which cannot be stopped and is out of proportion to the subject worried about	0
Are you frightened of going out alone or of meeting people	What is your opinion of yourself compared to other people	0
Are you scared to be alone when there are not friends near you	Are you selfconscious in public	0
Are you scared to be alone when there are not friends near you	Are you troubled with rheumatism or fibrosis	0
Are you scared to be alone when there are not friends near you	Been able to concentrate on whatever you're doing	0
Are you scared to be alone when there are not friends near you	Been able to enjoy your normal daytoday activites	0
Are you scared to be alone when there are not friends near you	Been able to enjoy your normal daytoday activities	0
Are you scared to be alone when there are not friends near you	Been able to face up to your problems	0
