text_1	text_2	y
A dare devil	Felt constantly under strain	0
A dare devil	Felt that you were playing a useful part in things	0
A dare devil	Felt you couldn't overcome your difficulties	0
A dare devil	Fights With Other Children	0
A dare devil	Frequently bites nails or fingers	0
A dare devil	Frequently cribs	0
A dare devil	Frequently daydreams in class	0
A dare devil	Frequently difficult to discipline	0
A dare devil	Frequently disobedient	0
A dare devil	Frequently evades the truth to keep out of trouble	0
A dare devil	Frequently fights other children	0
A dare devil	Frequently restless in class	0
A dare devil	Frequently sucks thumb or finger	0
A dare devil	Frquently fights or is extremely quarrelsome with other children	0
A dare devil	Fussy or overparticular	0
A dare devil	Generally cheerful and in good humor	0
A dare devil	Gets on With Other Children	0
A dare devil	Gets on better with adults than with other children	0
A dare devil	Given to rhythmic tapping or kicking	0
A dare devil	Gives Up Easily	0
A dare devil	Has Short Attention Span	0
A dare devil	Has Speech Difficulty	0
A dare devil	Has Stutter or Stammer	0
A dare devil	Has Wet Self Past MTHs	0
A dare devil	Has a stutter or stammer	0
A dare devil	Has at least one good friends	0
A dare devil	Has difficulty concentrating on any particular task though may return to it frequently	0
A dare devil	Has difficulty in settling to anything for more than a few moments	0
A dare devil	Has difficulty picking up small objects	0
A dare devil	Has difficulty using scissors	0
A dare devil	Has had tears on arrival at school or has refused to come in to the building in the past months	0
A dare devil	Has many fears, is easily scared	1
A dare devil	Has many worries, often seems worried	0
A dare devil	Has stolen things on one or more occasions in the last months	0
A dare devil	Has this child played truant during the last year Yes, frequently	0
A dare devil	Has twitches or mannerisms of the face, eyes or body	0
A dare devil	Has twitches, mannerisms or tics of the face or body	0
A dare devil	Have you at times had a twitching of the face, head or shoulders	0
A dare devil	Helps Children Feeling Ill	0
A dare devil	Helps Round House Voluntary	0
A dare devil	Her own rather solitary	0
A dare devil	Her own rather than with others	0
A dare devil	Hew own rather solitary	0
A dare devil	Hums or makes other odd noises at inappropriate times	0
A dare devil	I cried a lot	0
A dare devil	I did everything wrong	0
A dare devil	I didnt enjoy anything at all	0
A dare devil	I felt I was a bad person	0
A dare devil	I felt I was no good anymore	0
A dare devil	I felt happy	0
A dare devil	I felt lonely	0
A dare devil	I felt miserable or unhappy	0
A dare devil	I felt really positive about the future	0
A dare devil	I felt so tired I just sat around and did nothing	0
A dare devil	I felt valued	0
A dare devil	I found it hard to think properly or concentrate	0
A dare devil	I hated myself	0
A dare devil	I laughed a lot	0
A dare devil	I looked forward to the day ahead	0
A dare devil	I thought I would never be as good as other people	0
A dare devil	I thought nobody really loved me	0
A dare devil	I was very restless	0
A dare devil	Inattentive, easily distracted	0
A dare devil	Interferes with the activity of other children	0
A dare devil	Irritable Is quick to fly off the handle	0
A dare devil	Irritable, touchy, is quick to fly off the handle	0
A dare devil	Is Affectionate to Family Members	0
A dare devil	Is Afraid of New Things	1
A dare devil	Is Considerate for Others	0
A dare devil	Is Disobedient	0
A dare devil	Is Forceful and Determined	0
A dare devil	Is Fussy or Over Particular	0
A dare devil	Is Inattentive	0
A dare devil	Is Inconsiderate of Others	0
A dare devil	Is Independent, Confident	0
A dare devil	Is Irritable	0
A dare devil	Is Kind to Animals	0
A dare devil	Is Kind to Young Children	0
A dare devil	Is Restless and Doesnt keep still	0
A dare devil	Is Squirmy and Fidgety	0
A dare devil	Is bullied by other children	0
A dare devil	Is considerate of other people's feelings	0
A dare devil	Is constantly fidgeting or squirming	0
A dare devil	Is disobedient at home	0
A dare devil	Is easily distracted, concentration wanders	0
A dare devil	Is generally liked by other children	0
A dare devil	Is generally obedient, usually does what adults request	0
A dare devil	Is helpful if someone is hurt, upset or feeling ill	0
A dare devil	Is impuslive, excitable	0
A dare devil	Is irritable, quick to fly off the handle	0
A dare devil	Is kind to younger children	0
A dare devil	Is miserable or tearful	0
A dare devil	Is nervous or clingy in new situations, easily loses confidence	1
A dare devil	Is noticeably clumsy	0
A dare devil	Is often disobedient	0
A dare devil	Is often unhappy, down hearted or tearful	0
A dare devil	Is over fussy or over particular	0
A dare devil	Is picked on or bullied by other children	0
A dare devil	Is rather solitary, tends to play alone	0
A dare devil	Is restless, overactive, cannot stay still for long	0
A dare devil	Is squirmy or fidgety	0
A dare devil	Is sullen or sulky	0
A dare devil	Is upset by new situation, by things happening for the first time	1
A dare devil	Is your appetite poor	0
A dare devil	Liable to get unduly rough	0
A dare devil	Little or no power of sustained concentration	0
A dare devil	Lost much sleep over worry	0
A dare devil	Makes friends extremely easily	0
A dare devil	Never	0
A dare devil	Never late unless with good reason	0
A dare devil	Normal attitude to criticism and punishment	0
A dare devil	Normally competitive	0
A dare devil	Normally energetic	0
A dare devil	Not much liked by other children	0
A dare devil	Of average popularity	0
A dare devil	Often appears miserable, unhappy, tearful or distressed	0
A dare devil	Often argumentative with adults	0
A dare devil	Often complains of aches and pains	0
A dare devil	Often complains of headaches, stomachaches or sickness	0
A dare devil	Often destroys or damages own or others' property	0
A dare devil	Often destroys own or others belongings	0
A dare devil	Often fights with other children or bullies them	0
A dare devil	Often has temper tantrums or hot tempers	0
A dare devil	Often lies or cheats	0
A dare devil	Often tells lies	0
A dare devil	Often volunteers to help others (parents, teachers, other children)	0
A dare devil	Often worried, worries about many things	0
A dare devil	One with high power of concentration	0
A dare devil	Other Children Dislike Child	0
A dare devil	Overcompetitive with other children	0
A dare devil	Persistently late 	0
A dare devil	Prefers to do things on his	0
A dare devil	Rather frightened of rough games	1
A dare devil	Requests must be met immediately, easily frustrated	0
A dare devil	Resentful or agressive when corrected	0
A dare devil	Sees tasks through to the end, has good attention span	0
A dare devil	Seldom daydreams in class	0
A dare devil	Seldom or never cribs (copies other children)	0
A dare devil	Seldom or never difficult to discipline	0
A dare devil	Seldom or never disobedient	0
A dare devil	Seldom or never evades the truth to keep out of trouble	0
A dare devil	Seldom or never restless in class	0
A dare devil	Shares Treats With Friends	0
A dare devil	Shares readily with other children (treats, toys, pencils etc)	0
A dare devil	She cries easily	0
A dare devil	She finds people more stimulating than anything else	0
A dare devil	She gest upset easily	0
A dare devil	She is always on the go	0
A dare devil	She is off and running as soon as she wakes up in the morning	0
A dare devil	She is something of a loner	0
A dare devil	She is very energentic	0
A dare devil	She is very friendly with strangers	0
A dare devil	She is very sociable	0
A dare devil	She likes to be with people	0
A dare devil	She makes friends easily	0
A dare devil	She often fusses and cries	0
A dare devil	She prefers playing with other rather than alone	0
A dare devil	She prefers quiet inactive games to more active ones	0
A dare devil	She reacts intensely when upset	0
A dare devil	She starts, short attention span	0
A dare devil	She takes a long time to warm up to strangers	0
A dare devil	She tends to be shy	0
A dare devil	She tends to be somewhat emotional	0
A dare devil	Shows off or seeks attention 	0
A dare devil	Shows restless or overactive behaviour	0
A dare devil	Sometimes cribs	0
A dare devil	Sometimes daydreams in class	0
A dare devil	Sometimes difficult to discipline	0
A dare devil	Sometimes disobedient	0
A dare devil	Sometimes evades the truth to keep out of trouble	0
A dare devil	Sometimes late	0
A dare devil	Sometimes restless in class	0
A dare devil	Sometimes takes things belonging to others	0
A dare devil	Sometimes takes things belonging to others* (not in NCDS)	0
A dare devil	Somewhat anxious	1
A dare devil	Squirmy, fidgety child	0
A dare devil	Stares into Space	0
A dare devil	Steals from home, school or elsewhere	0
A dare devil	Sucks thumb or finger during the day	0
A dare devil	Takes a normal part in rough games	1
A dare devil	Takes usual amount of time to make friends	0
A dare devil	Tells Lies	0
A dare devil	Tends to be absent from school for trivial reasons	0
A dare devil	Tends to be fearful or afraid of new things or new situations	1
A dare devil	Tends to be ignored by other children	0
A dare devil	Tends to become unduly miserable or worried	0
A dare devil	Tends to become unduly resentful	0
A dare devil	Tends to do things on his	0
A dare devil	Thinks things out before acting	0
A dare devil	Tries to Stop Quarrels	0
A dare devil	Tries to be Fair in Games	0
A dare devil	Trips or falls easily or bumps into objects or other children	0
A dare devil	Truants from school	0
A dare devil	Twitches or Has Tics	0
A dare devil	Unresponse, inert or apathetic	0
A dare devil	Unusually happy and contented child	0
A dare devil	Usually gloomy and sad	0
A dare devil	Very anxious	1
A dare devil	Very popular with other children	0
A dare devil	Very restless Has difficulty staying seated for long	0
A dare devil	Very restless Often running about or jumping up and down Hardly ever still	0
A dare devil	Very untidy in class work	0
A dare devil	When alone she feels isolated	0
A dare devil	When she moves about she tends to move slowly	0
A dare devil	Will Help Someone who is Hurt	0
A dare devil	Worries about Many Things	0
A dare devil	Would you describe this child as an anxious child (ie, apprehensive, worrying, and fearful) Not at all anxious	1
A dare devil	Yes, occasionally	0
A poor worker or lazy	A quarrelsome and aggressive child	0
A poor worker or lazy	A timid child	0
A poor worker or lazy	A very hard worker	1
A poor worker or lazy	Always tired and washed out	0
A poor worker or lazy	Appears Miserable or Tearful	0
A poor worker or lazy	Are you constantly keyed up and jittery	0
A poor worker or lazy	Are you easily upset or irritated	0
A poor worker or lazy	Are you frightened of going out alone or of meeting people	0
A poor worker or lazy	Are you scared to be alone when there are not friends near you	0
A poor worker or lazy	As cautious as the average child	0
A poor worker or lazy	Average concentration	0
A poor worker or lazy	Average moderately neat and tidy	0
A poor worker or lazy	Averagenot particularly quarrelsome	0
A poor worker or lazy	Averageworks moderately well	1
A poor worker or lazy	Avoids attention, hates being in the limelight	0
A poor worker or lazy	Becomes obsessional about unimportant things	0
A poor worker or lazy	Been able to concentrate on whatever you're doing	0
A poor worker or lazy	Been able to enjoy your normal daytoday activites	0
A poor worker or lazy	Been able to face up to your problems	0
A poor worker or lazy	Been feeling reasonably happy, all things considered	0
A poor worker or lazy	Been feeling unhappy and depressed	0
A poor worker or lazy	Been losing confidence in yourself	0
A poor worker or lazy	Been thinking of yourself as a worthless person	0
A poor worker or lazy	Bites Nails or Fingers	0
A poor worker or lazy	Bites nails	0
A poor worker or lazy	Bites or Kicks Other Children	0
A poor worker or lazy	Blames Other for Things	0
A poor worker or lazy	Bullies Other Children	0
A poor worker or lazy	Can be spiteful to others	0
A poor worker or lazy	Cannot settle to anything for more than a few moments	0
A poor worker or lazy	Changes mood quickly and drastically	0
A poor worker or lazy	Child appears miserable, unhappy, tearful or distressed	0
A poor worker or lazy	Child bites their nails or fingers	0
A poor worker or lazy	Child bullies other children	0
A poor worker or lazy	Child cannot settle to do anything for more than a few moments	0
A poor worker or lazy	Child destroys her own things or those belonging to others	0
A poor worker or lazy	Child fights with other children	0
A poor worker or lazy	Child is afraid of new things or new situations	0
A poor worker or lazy	Child is disobedient	0
A poor worker or lazy	Child is fussy or overparticular	0
A poor worker or lazy	Child is irritable Is quick to fly off the handle	0
A poor worker or lazy	Child is not much liked by other children	0
A poor worker or lazy	Child is rather solitary	0
A poor worker or lazy	Child is squirmy or fidgety	0
A poor worker or lazy	Child is very restless, hardly ever still	0
A poor worker or lazy	Child laughs a lot	0
A poor worker or lazy	Child likes a cuddle	0
A poor worker or lazy	Child likes to sit and watch TV rather than play active games	1
A poor worker or lazy	Child really enjoys life	0
A poor worker or lazy	Child smiles when child sees their parent(s)	0
A poor worker or lazy	Child takes things belonging to others	0
A poor worker or lazy	Child tells lies	0
A poor worker or lazy	Child worries about many things	0
A poor worker or lazy	Comforts Child who Is Upset	0
A poor worker or lazy	Cries Easily	0
A poor worker or lazy	Cries for little cause	0
A poor worker or lazy	Destroys Own Others Belongings	0
A poor worker or lazy	Destroys own or others' belongings (eg tears or breaks)	0
A poor worker or lazy	Diffident about competing with other children	0
A poor worker or lazy	Displays outbursts of temper, explosive or unpredictable behaviour	0
A poor worker or lazy	Do people annoy and irritate you	0
A poor worker or lazy	Do you often feel depressed	0
A poor worker or lazy	Do you often feel tired most of the time	0
A poor worker or lazy	Do you often get into a violent rage	0
A poor worker or lazy	Do you often get worried about things	0
A poor worker or lazy	Do you often have backache	0
A poor worker or lazy	Do you often have bad headaches	0
A poor worker or lazy	Do you often have bad pain in eyes	0
A poor worker or lazy	Do you suddenly become scared for no good reason	0
A poor worker or lazy	Do you suffer from an upset stomach	0
A poor worker or lazy	Do you suffer from indigestion	0
A poor worker or lazy	Do you usually have great difficulty in falling or staying asleep	0
A poor worker or lazy	Do you usually wake unnecessarily early in the morning	0
A poor worker or lazy	Do you wear yourself out worrying about your health	0
A poor worker or lazy	Does every little thing get on your nerves and wear you out	0
A poor worker or lazy	Does not seem able to make friends	0
A poor worker or lazy	Does not unduly avoid or seek attention	0
A poor worker or lazy	Does things on Own	0
A poor worker or lazy	Does your heart often race like mad	0
A poor worker or lazy	Doesnt Share Toys	0
A poor worker or lazy	Drops things which are being carried	0
A poor worker or lazy	Enjoys Pretend Games	0
A poor worker or lazy	Extremely energetic, never tired	0
A poor worker or lazy	Extremely fearful	0
A poor worker or lazy	Extremely neat and tidy in class work	0
A poor worker or lazy	Fails to finish things he	0
A poor worker or lazy	Felt capable of making decisions about things	0
A poor worker or lazy	Felt constantly under strain	0
A poor worker or lazy	Felt that you were playing a useful part in things	0
A poor worker or lazy	Felt you couldn't overcome your difficulties	0
A poor worker or lazy	Fights With Other Children	0
A poor worker or lazy	Frequently bites nails or fingers	0
A poor worker or lazy	Frequently cribs	0
A poor worker or lazy	Frequently daydreams in class	0
A poor worker or lazy	Frequently difficult to discipline	0
A poor worker or lazy	Frequently disobedient	0
A poor worker or lazy	Frequently evades the truth to keep out of trouble	0
A poor worker or lazy	Frequently fights other children	0
A poor worker or lazy	Frequently restless in class	0
A poor worker or lazy	Frequently sucks thumb or finger	0
A poor worker or lazy	Frquently fights or is extremely quarrelsome with other children	0
A poor worker or lazy	Fussy or overparticular	0
A poor worker or lazy	Generally cheerful and in good humor	0
A poor worker or lazy	Gets on With Other Children	0
A poor worker or lazy	Gets on better with adults than with other children	0
A poor worker or lazy	Given to rhythmic tapping or kicking	0
A poor worker or lazy	Gives Up Easily	0
A poor worker or lazy	Has Short Attention Span	0
A poor worker or lazy	Has Speech Difficulty	0
A poor worker or lazy	Has Stutter or Stammer	0
A poor worker or lazy	Has Wet Self Past MTHs	0
A poor worker or lazy	Has a stutter or stammer	0
A poor worker or lazy	Has at least one good friends	0
A poor worker or lazy	Has difficulty concentrating on any particular task though may return to it frequently	0
A poor worker or lazy	Has difficulty in settling to anything for more than a few moments	0
A poor worker or lazy	Has difficulty picking up small objects	0
A poor worker or lazy	Has difficulty using scissors	0
A poor worker or lazy	Has had tears on arrival at school or has refused to come in to the building in the past months	0
A poor worker or lazy	Has many fears, is easily scared	0
A poor worker or lazy	Has many worries, often seems worried	0
A poor worker or lazy	Has stolen things on one or more occasions in the last months	0
A poor worker or lazy	Has this child played truant during the last year Yes, frequently	0
A poor worker or lazy	Has twitches or mannerisms of the face, eyes or body	0
A poor worker or lazy	Has twitches, mannerisms or tics of the face or body	0
A poor worker or lazy	Have you at times had a twitching of the face, head or shoulders	0
A poor worker or lazy	Helps Children Feeling Ill	0
A poor worker or lazy	Helps Round House Voluntary	0
A poor worker or lazy	Her own rather solitary	0
A poor worker or lazy	Her own rather than with others	0
A poor worker or lazy	Hew own rather solitary	0
A poor worker or lazy	Hums or makes other odd noises at inappropriate times	0
A poor worker or lazy	I cried a lot	0
A poor worker or lazy	I did everything wrong	0
A poor worker or lazy	I didnt enjoy anything at all	0
A poor worker or lazy	I felt I was a bad person	0
A poor worker or lazy	I felt I was no good anymore	0
A poor worker or lazy	I felt happy	0
A poor worker or lazy	I felt lonely	0
A poor worker or lazy	I felt miserable or unhappy	0
A poor worker or lazy	I felt really positive about the future	0
A poor worker or lazy	I felt so tired I just sat around and did nothing	0
A poor worker or lazy	I felt valued	0
A poor worker or lazy	I found it hard to think properly or concentrate	0
A poor worker or lazy	I hated myself	0
A poor worker or lazy	I laughed a lot	0
A poor worker or lazy	I looked forward to the day ahead	0
A poor worker or lazy	I thought I would never be as good as other people	0
A poor worker or lazy	I thought nobody really loved me	0
A poor worker or lazy	I was very restless	0
A poor worker or lazy	Inattentive, easily distracted	0
A poor worker or lazy	Interferes with the activity of other children	0
A poor worker or lazy	Irritable Is quick to fly off the handle	0
A poor worker or lazy	Irritable, touchy, is quick to fly off the handle	0
A poor worker or lazy	Is Affectionate to Family Members	0
A poor worker or lazy	Is Afraid of New Things	0
A poor worker or lazy	Is Considerate for Others	0
A poor worker or lazy	Is Disobedient	0
A poor worker or lazy	Is Forceful and Determined	0
A poor worker or lazy	Is Fussy or Over Particular	0
A poor worker or lazy	Is Inattentive	0
A poor worker or lazy	Is Inconsiderate of Others	0
A poor worker or lazy	Is Independent, Confident	0
A poor worker or lazy	Is Irritable	0
A poor worker or lazy	Is Kind to Animals	0
A poor worker or lazy	Is Kind to Young Children	0
A poor worker or lazy	Is Restless and Doesnt keep still	0
A poor worker or lazy	Is Squirmy and Fidgety	0
A poor worker or lazy	Is bullied by other children	0
A poor worker or lazy	Is considerate of other people's feelings	0
A poor worker or lazy	Is constantly fidgeting or squirming	0
A poor worker or lazy	Is disobedient at home	0
A poor worker or lazy	Is easily distracted, concentration wanders	0
A poor worker or lazy	Is generally liked by other children	0
A poor worker or lazy	Is generally obedient, usually does what adults request	0
A poor worker or lazy	Is helpful if someone is hurt, upset or feeling ill	0
A poor worker or lazy	Is impuslive, excitable	0
A poor worker or lazy	Is irritable, quick to fly off the handle	0
A poor worker or lazy	Is kind to younger children	0
A poor worker or lazy	Is miserable or tearful	0
A poor worker or lazy	Is nervous or clingy in new situations, easily loses confidence	0
A poor worker or lazy	Is noticeably clumsy	0
A poor worker or lazy	Is often disobedient	0
A poor worker or lazy	Is often unhappy, down hearted or tearful	0
A poor worker or lazy	Is over fussy or over particular	0
A poor worker or lazy	Is picked on or bullied by other children	0
A poor worker or lazy	Is rather solitary, tends to play alone	0
A poor worker or lazy	Is restless, overactive, cannot stay still for long	0
A poor worker or lazy	Is squirmy or fidgety	0
A poor worker or lazy	Is sullen or sulky	0
A poor worker or lazy	Is upset by new situation, by things happening for the first time	0
A poor worker or lazy	Is your appetite poor	0
A poor worker or lazy	Liable to get unduly rough	0
A poor worker or lazy	Little or no power of sustained concentration	0
A poor worker or lazy	Lost much sleep over worry	0
A poor worker or lazy	Makes friends extremely easily	0
A poor worker or lazy	Never	0
A poor worker or lazy	Never late unless with good reason	0
A poor worker or lazy	Normal attitude to criticism and punishment	0
A poor worker or lazy	Normally competitive	0
A poor worker or lazy	Normally energetic	0
A poor worker or lazy	Not much liked by other children	0
A poor worker or lazy	Of average popularity	0
A poor worker or lazy	Often appears miserable, unhappy, tearful or distressed	0
A poor worker or lazy	Often argumentative with adults	0
A poor worker or lazy	Often complains of aches and pains	0
A poor worker or lazy	Often complains of headaches, stomachaches or sickness	0
A poor worker or lazy	Often destroys or damages own or others' property	0
A poor worker or lazy	Often destroys own or others belongings	0
A poor worker or lazy	Often fights with other children or bullies them	0
A poor worker or lazy	Often has temper tantrums or hot tempers	0
A poor worker or lazy	Often lies or cheats	0
A poor worker or lazy	Often tells lies	0
A poor worker or lazy	Often volunteers to help others (parents, teachers, other children)	0
A poor worker or lazy	Often worried, worries about many things	0
A poor worker or lazy	One with high power of concentration	0
A poor worker or lazy	Other Children Dislike Child	0
A poor worker or lazy	Overcompetitive with other children	0
A poor worker or lazy	Persistently late 	0
A poor worker or lazy	Prefers to do things on his	0
A poor worker or lazy	Rather frightened of rough games	0
A poor worker or lazy	Requests must be met immediately, easily frustrated	0
A poor worker or lazy	Resentful or agressive when corrected	0
A poor worker or lazy	Sees tasks through to the end, has good attention span	0
A poor worker or lazy	Seldom daydreams in class	0
A poor worker or lazy	Seldom or never cribs (copies other children)	0
A poor worker or lazy	Seldom or never difficult to discipline	0
A poor worker or lazy	Seldom or never disobedient	0
A poor worker or lazy	Seldom or never evades the truth to keep out of trouble	0
A poor worker or lazy	Seldom or never restless in class	0
A poor worker or lazy	Shares Treats With Friends	0
A poor worker or lazy	Shares readily with other children (treats, toys, pencils etc)	0
A poor worker or lazy	She cries easily	0
A poor worker or lazy	She finds people more stimulating than anything else	0
A poor worker or lazy	She gest upset easily	0
A poor worker or lazy	She is always on the go	0
A poor worker or lazy	She is off and running as soon as she wakes up in the morning	0
A poor worker or lazy	She is something of a loner	0
A poor worker or lazy	She is very energentic	0
A poor worker or lazy	She is very friendly with strangers	0
A poor worker or lazy	She is very sociable	0
A poor worker or lazy	She likes to be with people	0
A poor worker or lazy	She makes friends easily	0
A poor worker or lazy	She often fusses and cries	0
A poor worker or lazy	She prefers playing with other rather than alone	0
A poor worker or lazy	She prefers quiet inactive games to more active ones	0
A poor worker or lazy	She reacts intensely when upset	0
A poor worker or lazy	She starts, short attention span	0
A poor worker or lazy	She takes a long time to warm up to strangers	0
A poor worker or lazy	She tends to be shy	0
A poor worker or lazy	She tends to be somewhat emotional	0
A poor worker or lazy	Shows off or seeks attention 	0
A poor worker or lazy	Shows restless or overactive behaviour	0
A poor worker or lazy	Sometimes cribs	0
A poor worker or lazy	Sometimes daydreams in class	0
A poor worker or lazy	Sometimes difficult to discipline	0
A poor worker or lazy	Sometimes disobedient	0
A poor worker or lazy	Sometimes evades the truth to keep out of trouble	0
A poor worker or lazy	Sometimes late	0
A poor worker or lazy	Sometimes restless in class	0
A poor worker or lazy	Sometimes takes things belonging to others	0
A poor worker or lazy	Sometimes takes things belonging to others* (not in NCDS)	0
A poor worker or lazy	Somewhat anxious	0
A poor worker or lazy	Squirmy, fidgety child	0
A poor worker or lazy	Stares into Space	0
A poor worker or lazy	Steals from home, school or elsewhere	0
A poor worker or lazy	Sucks thumb or finger during the day	0
A poor worker or lazy	Takes a normal part in rough games	0
A poor worker or lazy	Takes usual amount of time to make friends	0
A poor worker or lazy	Tells Lies	0
A poor worker or lazy	Tends to be absent from school for trivial reasons	0
A poor worker or lazy	Tends to be fearful or afraid of new things or new situations	0
A poor worker or lazy	Tends to be ignored by other children	0
A poor worker or lazy	Tends to become unduly miserable or worried	0
A poor worker or lazy	Tends to become unduly resentful	0
A poor worker or lazy	Tends to do things on his	0
A poor worker or lazy	Thinks things out before acting	0
A poor worker or lazy	Tries to Stop Quarrels	0
A poor worker or lazy	Tries to be Fair in Games	0
A poor worker or lazy	Trips or falls easily or bumps into objects or other children	0
A poor worker or lazy	Truants from school	0
A poor worker or lazy	Twitches or Has Tics	0
A poor worker or lazy	Unresponse, inert or apathetic	0
A poor worker or lazy	Unusually happy and contented child	0
A poor worker or lazy	Usually gloomy and sad	0
A poor worker or lazy	Very anxious	0
A poor worker or lazy	Very popular with other children	0
A poor worker or lazy	Very restless Has difficulty staying seated for long	0
A poor worker or lazy	Very restless Often running about or jumping up and down Hardly ever still	0
A poor worker or lazy	Very untidy in class work	0
A poor worker or lazy	When alone she feels isolated	0
A poor worker or lazy	When she moves about she tends to move slowly	0
A poor worker or lazy	Will Help Someone who is Hurt	0
A poor worker or lazy	Worries about Many Things	0
A poor worker or lazy	Would you describe this child as an anxious child (ie, apprehensive, worrying, and fearful) Not at all anxious	0
A poor worker or lazy	Yes, occasionally	0
A quarrelsome and aggressive child	A timid child	0
A quarrelsome and aggressive child	A very hard worker	0
A quarrelsome and aggressive child	Always tired and washed out	0
A quarrelsome and aggressive child	Appears Miserable or Tearful	0
A quarrelsome and aggressive child	Are you constantly keyed up and jittery	0
A quarrelsome and aggressive child	Are you easily upset or irritated	0
A quarrelsome and aggressive child	Are you frightened of going out alone or of meeting people	0
A quarrelsome and aggressive child	Are you scared to be alone when there are not friends near you	0
A quarrelsome and aggressive child	As cautious as the average child	0
A quarrelsome and aggressive child	Average concentration	0
A quarrelsome and aggressive child	Average moderately neat and tidy	0
A quarrelsome and aggressive child	Averagenot particularly quarrelsome	1
A quarrelsome and aggressive child	Averageworks moderately well	0
A quarrelsome and aggressive child	Avoids attention, hates being in the limelight	0
A quarrelsome and aggressive child	Becomes obsessional about unimportant things	0
A quarrelsome and aggressive child	Been able to concentrate on whatever you're doing	0
A quarrelsome and aggressive child	Been able to enjoy your normal daytoday activites	0
A quarrelsome and aggressive child	Been able to face up to your problems	0
A quarrelsome and aggressive child	Been feeling reasonably happy, all things considered	0
A quarrelsome and aggressive child	Been feeling unhappy and depressed	0
A quarrelsome and aggressive child	Been losing confidence in yourself	0
A quarrelsome and aggressive child	Been thinking of yourself as a worthless person	0
A quarrelsome and aggressive child	Bites Nails or Fingers	0
A quarrelsome and aggressive child	Bites nails	0
